,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0.0,0.0,0.0,0.0,0.0
1,-1.0,-1.0,0.0,0.0,0.0
2,0.0,0.0,0.0,-1.0,0.0
3,0.0,0.0,-1.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,-2.79,-1.0,-2.71,-1.0,-1.98
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,-1.9,-2.71,-2.71,0.0,-1.9
13,0.0,0.0,0.0,0.0,0.0
14,1.458418498843828,0.995405328262935,1.2137803257515551,1.1151483220677834,1.8327449651996308
15,1.1004203331549824,1.3603672888335645,1.938824789918822,1.5125288840847526,1.8317406975243924
16,11.94757013181447,13.2785417938721,15.733660691870789,34.15390343258657,15.334522557958834
17,7.711820578181285,23.765946862958568,3.120502028810755,11.572693119760594,3.491201053551232
18,0.0,-1.0,0.0,-1.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.17317087724498126,0.152749786701312,0.0,0.9146359655622656
21,0.0,0.0,0.0,0.0,0.29404
22,0.0,0.0,0.10800000000000001,0.0,0.1
23,0.393405168431865,0.4904975128835411,0.521715472528993,0.9218430309524106,0.573703444613187
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.05,0.0
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,-1.0,0.0
