,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0.0,0.0,0.0,0.0,0.0
1,-1.0,-1.0,0.0,0.0,0.0
2,0.0,0.0,0.0,-1.0,0.0
3,0.0,0.0,-1.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,-2.79,-1.98,-2.71,-1.0,-1.98
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,-1.9,-2.71,-3.439,0.0,-1.9
13,0.0,0.0,0.0,0.0,0.0
14,1.458418498843828,0.995405328262935,1.33902189039237,1.1151483220677834,1.8327449651996308
15,1.1004203331549824,1.3603672888335645,2.0000482941204454,1.621279859205913,1.903672610965459
16,19.251702645587883,17.796783263886105,19.536044377232823,37.26491187527557,19.120212068072583
17,10.375229630927034,26.190703878644868,4.956672550717015,14.707632601945683,5.193331182252061
18,0.0,-1.0,0.0,-1.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.17317087724498126,0.31064568527616204,0.0,0.9146359655622656
21,0.0,0.0,0.0,0.0,0.29404
22,0.0,0.0,0.10800000000000001,0.0,0.1
23,0.393405168431865,0.6217202552218559,0.521715472528993,1.0034061703333623,0.573703444613187
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.05,0.0
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,-1.0,0.0
