,FORWARD_AND_TURN_LITTLE_LEFT,FORWARD,FORWARD_AND_TURN_LITTLE_RIGHT,FORWARD_AND_HARD_LEFT,FORWARD_AND_HARD_RIGHT
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,-1.0,-1.0,-1.9,0.0
3,-1.0,-1.0,0.0,-1.0,0.0
4,0.0,-1.0,0.0,0.0,0.0
5,-1.0,0.0,0.0,-4.68559,0.0
6,-1.0,-3.439,-1.9,0.0,-3.439
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,-1.0,0.0,-1.9
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.15969479096728578,0.2639507909672858,0.0,0.746184887091072
15,0.0,0.15969479096728578,0.5779341105896858,0.0,0.746184887091072
16,0.0,0.7197678368000001,0.5975793280000001,2.1864672,0.584253152
17,41.69669188790825,50.84975370640192,42.11128749125692,40.57472948266466,42.64386434591722
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.10864000000000001,0.39573790848000007,0.0,0.21414187008000002
21,0.0,0.20584000000000002,0.50231419411456,0.0,0.1
22,0.0,0.1,0.5780194620544,0.0,0.0
23,4.246110750468665,4.5233638364729964,4.7489734975189535,4.024331098648186,4.325656036046668
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.099
27,0.0,0.0,0.0,0.0,0.05
28,0.0,0.0,0.0,0.0,0.05
29,1.0945730400452949,1.186866093075203,1.659086014707838,1.296559689439815,1.8578055647884768
30,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,-2.71
32,0.0,0.0,0.0,0.0,-1.0
33,0.0,0.0,0.0,0.0,-1.9
34,0.0,0.0,0.0,0.0,-1.9
35,-1.9,-2.71,0.0,-5.6953279000000006,-6.12579511
